Date,0
2000-01-03,0.0
2000-01-04,-55.7999267578125
2000-01-05,-53.10998535391286
2000-01-06,-51.77001953083004
2000-01-07,-13.749999997175792
2000-01-10,2.3800048865787176
2000-01-11,41.20503032710758
2000-01-12,34.281546991333016
2000-01-13,40.64028203753469
2000-01-14,14.934547507851448
2000-01-18,-12.069968479014051
2000-01-19,12.091586568979437
2000-01-20,21.245972923491763
2000-01-21,-2.5933742895481373
2000-01-24,-73.16141954864338
2000-01-25,-63.41098901170267
2000-01-26,-41.2699250070425
2000-01-27,-19.426709067182628
2000-01-28,-65.99167387353668
2000-01-31,-21.772266996020562
2000-02-01,2.2336231082520044
2000-02-02,21.41427751727565
2000-02-03,33.42414917357269
2000-02-04,55.14525161162942
2000-02-07,18.617263657788726
2000-02-08,15.680939343165392
2000-02-09,-2.800157507145059
2000-02-10,-7.608996591917503
2000-02-11,-35.00858216304482
2000-02-14,-37.87198409960638
2000-02-15,-37.02864222852509
2000-02-16,-14.371702650387988
2000-02-17,-15.936546698402935
2000-02-18,-39.70192602921861
2000-02-22,-46.591466580082624
2000-02-23,-40.108731362993694
2000-02-24,-19.3558529857562
2000-02-25,-38.83443854787606
2000-02-28,-0.5077789288322947
2000-02-29,17.567275309349498
2000-03-01,23.53318949031086
2000-03-02,24.95382797055163
2000-03-03,66.07515990544084
2000-03-06,42.197784375489164
2000-03-07,-24.109522300768276
2000-03-08,-39.41967131827619
2000-03-09,17.54747910561582
2000-03-10,17.69970145188472
2000-03-13,2.5224081761809884
2000-03-14,-17.484372149126784
2000-03-15,5.451750889930281
2000-03-16,67.3987615878616
2000-03-17,94.10637062807814
2000-03-20,67.63836451476209
2000-03-21,93.53904178177845
2000-03-22,83.39569743692118
2000-03-23,60.26715371653722
2000-03-24,51.430547657961824
2000-03-27,52.47817288589022
2000-03-28,2.7932087470271654
2000-03-29,-9.245947265006635
2000-03-30,-44.04056508313897
2000-03-31,-26.27048022557642
2000-04-03,-2.486835357980908
2000-04-04,0.9006473275558164
2000-04-05,-23.832386164734544
2000-04-06,-1.3299012068559932
2000-04-07,21.286660702283598
2000-04-10,11.988522445622948
2000-04-11,2.434734956212651
2000-04-12,-34.60989480713033
2000-04-13,-73.39437354356255
2000-04-14,-157.5156168313938
2000-04-17,-96.58550389195875
2000-04-18,-12.095478838425834
2000-04-19,11.220489227517191
2000-04-20,-4.805130542011739
2000-04-24,39.738524183805794
2000-04-25,69.05927707933688
2000-04-26,32.14359881082373
2000-04-27,24.40607444138368
2000-04-28,-4.420181771822172
2000-05-01,25.08507500384303
2000-05-02,-18.322758383308383
2000-05-03,-47.18579517113449
2000-05-04,-65.76020258087965
2000-05-05,-17.536942140279507
2000-05-08,-14.796919353388148
2000-05-09,-19.845426019955084
2000-05-10,-41.26326132274153
2000-05-11,-14.495076550460908
2000-05-12,1.4387958484103365
2000-05-15,46.1752855970426
2000-05-16,60.986630373238086
2000-05-17,49.48162071685829
2000-05-18,2.5458570835189676
2000-05-19,-37.04847683593812
2000-05-22,-54.79871813726595
2000-05-23,-76.11416506381556
2000-05-24,-33.327001554637945
2000-05-25,-34.34731583097732
2000-05-26,-22.688373969783015
2000-05-30,21.022478432122398
2000-05-31,54.89799152965588
2000-06-01,54.60203899918747
2000-06-02,79.83749848824641
2000-06-05,71.97693681985334
2000-06-06,17.319834598441503
2000-06-07,26.55286664011055
2000-06-08,9.954141783106706
2000-06-09,-17.232420155269665
2000-06-12,-26.939931598148632
2000-06-13,8.584391886452067
2000-06-14,12.593581632124597
2000-06-15,22.362901580006792
2000-06-16,0.1543035309125571
2000-06-19,23.892510651791554
2000-06-20,7.312331021232012
2000-06-21,8.982111051559514
2000-06-22,-29.128903354338718
2000-06-23,-34.399719577473206
2000-06-26,-29.606044776599447
2000-06-27,-10.765440497828195
2000-06-28,-9.625794856452558
2000-06-29,-10.355778336110006
2000-06-30,5.575205035631825
2000-07-03,15.679095557801247
2000-07-05,0.3252661858932697
2000-07-06,-4.3133487585485
2000-07-07,29.351134881160306
2000-07-10,27.77482005256593
2000-07-11,10.641319857729968
2000-07-12,32.20180760028711
2000-07-13,34.1256220741966
2000-07-14,29.63397711791049
2000-07-17,27.75663709609057
2000-07-18,2.80975245642594
2000-07-19,-22.959068740088924
2000-07-20,-6.001483843413553
2000-07-21,-17.92901451714124
2000-07-24,-39.78080887577039
2000-07-25,-24.51327045032326
2000-07-26,-24.650627440274093
2000-07-27,-36.47696238263279
2000-07-28,-56.819188800902566
2000-07-31,-34.21162287486118
2000-08-01,-22.52650910827174
2000-08-02,1.3152153145122156
2000-08-03,9.993948431610079
2000-08-04,37.8321663408492
2000-08-07,44.31044556573033
2000-08-08,37.734903873269104
2000-08-09,21.628851744859958
2000-08-10,-5.993804463231982
2000-08-11,-0.6380657688218889
2000-08-14,17.532584090052524
2000-08-15,11.996153918243863
2000-08-16,2.4244114472878664
2000-08-17,22.561080096991418
2000-08-18,19.123423911350073
2000-08-21,8.665583972301192
2000-08-22,7.190465582683828
2000-08-23,19.772628448497926
2000-08-24,13.081960753645717
2000-08-25,12.10194683914483
2000-08-28,8.909785558065096
2000-08-29,6.513554516591512
2000-08-30,-5.727037176414342
2000-08-31,6.609666322497787
2000-09-01,17.123187591601436
2000-09-05,-4.7006120636765445
2000-09-06,-27.20533417316551
2000-09-07,-9.664816042219627
2000-09-08,-13.266105212773937
2000-09-11,-21.272401152470593
2000-09-12,-25.99568293427842
2000-09-13,-10.672646728080963
2000-09-14,-14.782457939252481
2000-09-15,-23.25709176055534
