Date;Fitted_values
27/01/2004;207.912545
28/01/2004;190.1692327
29/01/2004;193.8635459
30/01/2004;189.607647
02/02/2004;192.8933084
03/02/2004;193.1425221
04/02/2004;186.7725419
05/02/2004;188.8299394
06/02/2004;205.1773958
09/02/2004;201.5557516
10/02/2004;201.5706305
11/02/2004;211.4858848
12/02/2004;206.533941
13/02/2004;197.9878958
17/02/2004;208.0829514
18/02/2004;203.3970636
19/02/2004;199.5601503
20/02/2004;193.1702651
23/02/2004;187.8054064
24/02/2004;183.8947268
25/02/2004;187.6713687
26/02/2004;185.2084053
27/02/2004;181.4935101
01/03/2004;189.8672157
02/03/2004;182.2218797
03/03/2004;179.7552408
04/03/2004;181.3958545
05/03/2004;183.7214964
08/03/2004;174.7961332
09/03/2004;171.505612
10/03/2004;152.2046818
11/03/2004;132.9176365
12/03/2004;144.6391355
15/03/2004;127.9292932
16/03/2004;131.8198209
17/03/2004;144.6054408
18/03/2004;148.420729
19/03/2004;136.9316399
22/03/2004;123.0307397
23/03/2004;118.6251512
24/03/2004;110.727456
25/03/2004;125.6227538
26/03/2004;125.4378906
29/03/2004;138.3256584
30/03/2004;143.7585286
31/03/2004;143.7336777
01/04/2004;151.6264233
02/04/2004;159.9456375
05/04/2004;168.4740307
06/04/2004;165.4880236
07/04/2004;157.4730915
08/04/2004;151.8748044
12/04/2004;154.3301252
13/04/2004;136.5564725
14/04/2004;132.1722999
15/04/2004;128.4770309
16/04/2004;132.4313161
19/04/2004;133.8427799
20/04/2004;117.0385099
21/04/2004;126.1691152
22/04/2004;141.3063606
23/04/2004;143.9096379
26/04/2004;138.4468524
27/04/2004;139.2608063
28/04/2004;123.5853666
29/04/2004;113.6096146
30/04/2004;109.6124705
03/05/2004;120.7048206
04/05/2004;126.1131484
05/05/2004;126.3533137
06/05/2004;113.6313837
07/05/2004;94.79820808
10/05/2004;81.57705754
11/05/2004;86.89326138
12/05/2004;89.11723546
13/05/2004;88.12432829
14/05/2004;88.45301378
17/05/2004;74.53097256
18/05/2004;79.35653081
19/05/2004;76.07163875
20/05/2004;76.85835069
21/05/2004;77.57973139
24/05/2004;76.55668975
25/05/2004;92.85762781
26/05/2004;95.56919293
27/05/2004;99.01011126
28/05/2004;97.18249874
01/06/2004;98.22526396
02/06/2004;104.1537878
03/06/2004;101.2748134
04/06/2004;104.7883013
07/06/2004;123.1636413
08/06/2004;127.0685506
09/06/2004;115.48235
10/06/2004;119.4107728
14/06/2004;109.3014478
15/06/2004;119.4554521
16/06/2004;122.521987
17/06/2004;123.6418321
18/06/2004;124.5977061
21/06/2004;115.3037885
22/06/2004;116.8967898
23/06/2004;127.0063845
24/06/2004;122.7019631
25/06/2004;115.7198897
28/06/2004;113.7244419
29/06/2004;118.3092256
30/06/2004;121.4605383
01/07/2004;107.9332393
02/07/2004;101.8176707
06/07/2004;92.28083819
07/07/2004;90.02998168
08/07/2004;77.30941296
09/07/2004;77.35554142
12/07/2004;77.72254821
13/07/2004;75.02177196
14/07/2004;69.44510555
15/07/2004;64.31736576
16/07/2004;60.16851782
19/07/2004;64.44854715
20/07/2004;70.55852705
21/07/2004;56.07855835
22/07/2004;57.60821461
23/07/2004;46.56939899
26/07/2004;43.74857749
27/07/2004;54.76981077
28/07/2004;60.46859935
29/07/2004;67.15291424
30/07/2004;71.4820565
02/08/2004;75.39495061
03/08/2004;64.88471506
04/08/2004;61.12759969
05/08/2004;43.14275362
06/08/2004;23.20273051
09/08/2004;22.52400653
10/08/2004;36.55133509
11/08/2004;36.49143834
12/08/2004;21.38053337
13/08/2004;20.18072257
16/08/2004;34.5601346
17/08/2004;39.80633136
18/08/2004;50.21887858
19/08/2004;44.7449375
20/08/2004;49.96450213
23/08/2004;47.40652269
24/08/2004;44.80091875
25/08/2004;52.25896597
26/08/2004;53.90329152
27/08/2004;58.70799629
30/08/2004;55.55120712
31/08/2004;58.37886469
01/09/2004;60.92443212
02/09/2004;73.92934973
03/09/2004;70.30266082
07/09/2004;77.763666
08/09/2004;73.84064582
09/09/2004;79.80434496
10/09/2004;86.88467332
13/09/2004;92.05847047
14/09/2004;93.18945251
15/09/2004;81.2078402
16/09/2004;81.53438024
17/09/2004;87.4883309
20/09/2004;80.80522898
21/09/2004;87.09189118
22/09/2004;71.46938154
23/09/2004;66.69537217
24/09/2004;66.19605892
27/09/2004;58.5487843
28/09/2004;62.89118137
29/09/2004;68.25058057
30/09/2004;64.87680343
01/10/2004;78.8708529
04/10/2004;81.8670365
05/10/2004;81.04277436
06/10/2004;85.09002116
07/10/2004;72.84505657
08/10/2004;63.86357996
11/10/2004;66.62125873
12/10/2004;69.71480959
13/10/2004;59.44100819
14/10/2004;47.75447618
15/10/2004;51.15484289
18/10/2004;57.35246332
19/10/2004;47.04172094
20/10/2004;46.5533315
21/10/2004;53.08743612
22/10/2004;44.23550494
25/10/2004;44.70190888
26/10/2004;59.01136303
27/10/2004;71.43241961
28/10/2004;72.96229544
29/10/2004;76.16636529
01/11/2004;76.18757766
02/11/2004;76.77289054
03/11/2004;89.95925984
04/11/2004;111.7235774
05/11/2004;116.7392605
08/11/2004;114.8333351
09/11/2004;112.5043759
10/11/2004;111.9372202
11/11/2004;118.9757303
12/11/2004;127.1454875
15/11/2004;125.1213562
16/11/2004;115.4089778
17/11/2004;117.2729353
18/11/2004;118.0273424
19/11/2004;105.4956481
22/11/2004;112.0744312
23/11/2004;117.1894785
24/11/2004;120.5511159
26/11/2004;121.6771087
29/11/2004;117.0607952
30/11/2004;111.3528759
01/12/2004;128.3952309
02/12/2004;129.3262855
03/12/2004;133.5664743
06/12/2004;133.5262717
07/12/2004;122.7209941
08/12/2004;124.9924275
09/12/2004;127.0626374
10/12/2004;124.0187626
13/12/2004;134.2066264
14/12/2004;138.4293415
15/12/2004;141.0641246
16/12/2004;138.1958635
17/12/2004;130.0027901
20/12/2004;127.7376654
21/12/2004;137.0955066
22/12/2004;140.5725149
23/12/2004;141.3460464
27/12/2004;131.6688533
28/12/2004;136.0208122
29/12/2004;134.081178
30/12/2004;133.2156513
31/12/2004;127.2794593
03/01/2005;115.2686656
04/01/2005;100.8090861
05/01/2005;95.98513992
06/01/2005;104.4101279
07/01/2005;100.9531085
10/01/2005;104.4105698
11/01/2005;96.77225538
12/01/2005;100.4366266
13/01/2005;90.03846747
14/01/2005;96.44493283
18/01/2005;111.8343225
19/01/2005;102.9705542
20/01/2005;95.23408616
21/01/2005;84.16236738
24/01/2005;74.95691698
25/01/2005;76.76811011
26/01/2005;82.32431358
27/01/2005;81.88347859
28/01/2005;78.17319485
31/01/2005;87.54585608
01/02/2005;98.47699493
02/02/2005;101.6360686
03/02/2005;97.12174171
04/02/2005;108.4060363
07/02/2005;108.8590522
08/02/2005;105.8438485
09/02/2005;91.54297931
10/02/2005;92.99007929
11/02/2005;100.8410816
14/02/2005;98.80211508
15/02/2005;101.1346643
16/02/2005;102.5470292
17/02/2005;94.67206453
18/02/2005;99.50587815
22/02/2005;80.30764606
23/02/2005;85.25522119
24/02/2005;94.75390112
25/02/2005;106.4303045
28/02/2005;99.37853492
01/03/2005;105.331768
02/03/2005;108.9397968
03/03/2005;111.3145374
04/03/2005;125.8007722
07/03/2005;128.0588356
08/03/2005;118.2071668
09/03/2005;102.5271219
10/03/2005;103.2357535
11/03/2005;93.04459911
14/03/2005;98.45601457
15/03/2005;88.86558951
16/03/2005;79.3127048
17/03/2005;78.19378298
18/03/2005;76.34149848
21/03/2005;68.47926509
22/03/2005;55.56941937
23/03/2005;51.10676754
24/03/2005;46.64462013
28/03/2005;46.72501152
29/03/2005;36.66168129
30/03/2005;47.97785504
31/03/2005;47.29123584
01/04/2005;40.99193817
04/04/2005;45.01269196
05/04/2005;55.87967055
06/04/2005;58.51863663
07/04/2005;65.82646322
08/04/2005;56.30986441
11/04/2005;54.94600333
12/04/2005;61.70380731
13/04/2005;48.85549017
14/04/2005;39.00673398
15/04/2005;19.51580983
18/04/2005;23.63467884
19/04/2005;28.5887124
20/04/2005;9.726771681
21/04/2005;28.21468451
22/04/2005;22.4103481
25/04/2005;31.62283933
26/04/2005;21.8559079
27/04/2005;25.8609156
28/04/2005;15.22307244
29/04/2005;26.14730326
02/05/2005;31.68929015
03/05/2005;30.13447223
04/05/2005;45.18576896
05/05/2005;40.2633492
06/05/2005;36.13832146
09/05/2005;40.94989563
10/05/2005;28.87218537
11/05/2005;28.84410633
12/05/2005;15.93467879
13/05/2005;11.06864724
16/05/2005;23.6575923
17/05/2005;37.9468779
18/05/2005;49.50869791
19/05/2005;55.99422437
20/05/2005;55.25508298
23/05/2005;59.67161468
24/05/2005;60.75722506
25/05/2005;57.72437126
26/05/2005;68.62332508
27/05/2005;72.75257294
31/05/2005;68.43690438
01/06/2005;76.10340829
02/06/2005;75.57424525
03/06/2005;65.28662197
06/06/2005;65.72105873
07/06/2005;64.34172149
08/06/2005;61.99368831
09/06/2005;67.5010735
10/06/2005;67.07475177
13/06/2005;67.52458693
14/06/2005;69.27362397
15/06/2005;70.79791387
16/06/2005;75.64904389
17/06/2005;78.4857312
20/06/2005;75.06995926
21/06/2005;69.76840644
22/06/2005;69.3166617
23/06/2005;52.29951738
24/06/2005;40.63616812
27/06/2005;39.8202123
28/06/2005;51.85370124
29/06/2005;55.58504098
30/06/2005;44.94203805
01/07/2005;46.61891216
05/07/2005;57.70226046
06/07/2005;48.45253847
07/07/2005;50.20145052
08/07/2005;64.76029052
11/07/2005;77.591888
12/07/2005;83.2203174
13/07/2005;87.20864989
14/07/2005;88.47821393
15/07/2005;86.73585957
18/07/2005;78.02423931
19/07/2005;85.45993331
20/07/2005;90.87550408
21/07/2005;83.35300878
22/07/2005;88.45907345
25/07/2005;86.10253987
26/07/2005;85.99671157
27/07/2005;90.01339895
28/07/2005;95.72615403
29/07/2005;86.90864394
01/08/2005;83.16629824
02/08/2005;88.60958931
03/08/2005;87.9296039
04/08/2005;78.11470516
05/08/2005;63.73797016
08/08/2005;58.44865216
09/08/2005;67.68556707
10/08/2005;67.09312029
11/08/2005;79.71825642
12/08/2005;71.46175864
15/08/2005;74.0461674
16/08/2005;59.41695708
17/08/2005;58.55775452
18/08/2005;57.05357545
19/08/2005;57.69185358
22/08/2005;62.5398304
23/08/2005;60.14035848
24/08/2005;54.40438551
25/08/2005;53.8878426
26/08/2005;43.0401974
29/08/2005;47.46067052
30/08/2005;43.80053954
31/08/2005;54.10925304
01/09/2005;56.6159605
02/09/2005;52.9070474
06/09/2005;69.89662091
07/09/2005;72.58067699
08/09/2005;67.08647765
09/09/2005;74.39608367
12/09/2005;75.01392837
13/09/2005;62.34768995
14/09/2005;53.61962885
15/09/2005;50.96191591
16/09/2005;61.03390972
19/09/2005;51.62360793
20/09/2005;40.1303614
21/09/2005;28.79985859
22/09/2005;33.40829263
23/09/2005;38.87325231
26/09/2005;37.96187477
27/09/2005;37.29046376
28/09/2005;38.65406612
29/09/2005;49.360748
30/09/2005;51.73378661
03/10/2005;50.14093258
04/10/2005;40.7789772
05/10/2005;23.62739073
06/10/2005;19.87092438
07/10/2005;21.29761699
10/10/2005;9.472040275
11/10/2005;3.4280753
12/10/2005;-4.484920598
13/10/2005;-7.354493414
14/10/2005;2.439384846
17/10/2005;6.806823099
18/10/2005;-2.975794936
19/10/2005;11.32153895
20/10/2005;-5.759858992
21/10/2005;-6.993104447
24/10/2005;13.06169626
25/10/2005;9.675237765
26/10/2005;1.504697512
27/10/2005;-14.4549326
28/10/2005;3.823895019
31/10/2005;11.92340858
01/11/2005;8.491634239
02/11/2005;21.36493265
03/11/2005;29.29406783
04/11/2005;35.38768821
07/11/2005;37.12374011
08/11/2005;33.19192063
09/11/2005;35.35501984
10/11/2005;45.3002265
11/11/2005;50.26731548
14/11/2005;50.09158333
15/11/2005;48.60285553
16/11/2005;52.98467363
17/11/2005;68.06835978
18/11/2005;72.45120757
21/11/2005;76.20180099
22/11/2005;81.09158377
23/11/2005;86.54229912
25/11/2005;88.49157633
28/11/2005;77.82925631
29/11/2005;76.28193725
30/11/2005;70.0629437
01/12/2005;81.92055209
02/12/2005;82.42904577
05/12/2005;77.41379305
06/12/2005;78.01632086
07/12/2005;68.41971779
08/12/2005;63.34261577
09/12/2005;64.12694483
12/12/2005;64.32143386
13/12/2005;67.71398938
14/12/2005;72.85103317
15/12/2005;72.66620113
16/12/2005;69.73117792
19/12/2005;66.08691297
20/12/2005;63.81962785
21/12/2005;66.59404726
22/12/2005;72.01113819
23/12/2005;71.84608273
27/12/2005;59.30618031
28/12/2005;59.80280149
29/12/2005;59.52257014
30/12/2005;55.3106047
03/01/2006;77.35687554
04/01/2006;81.25878139
05/01/2006;78.32015904
06/01/2006;87.60268914
09/01/2006;93.64040218
10/01/2006;92.65256763
11/01/2006;97.02949301
12/01/2006;88.86414573
13/01/2006;91.72988547
17/01/2006;84.09569785
18/01/2006;77.33216478
19/01/2006;81.66062754
20/01/2006;58.32896416
23/01/2006;54.80501766
24/01/2006;54.29488745
25/01/2006;50.12802113
26/01/2006;57.59415905
27/01/2006;64.27046475
30/01/2006;66.19288183
31/01/2006;62.38509821
01/02/2006;65.27548782
02/02/2006;58.48565046
03/02/2006;49.40658863
06/02/2006;48.97703279
07/02/2006;38.52760876
08/02/2006;47.21767376
09/02/2006;46.06319904
10/02/2006;49.38325978
13/02/2006;48.70227581
14/02/2006;63.38621199
15/02/2006;71.45023776
16/02/2006;78.81001225
17/02/2006;73.94164969
21/02/2006;67.18828123
22/02/2006;76.33235857
23/02/2006;71.07129825
24/02/2006;72.23988996
27/02/2006;76.35923569
28/02/2006;65.32742521
01/03/2006;71.92043475
02/03/2006;69.47490967
03/03/2006;65.54356291
06/03/2006;56.3865581
07/03/2006;49.61888086
08/03/2006;48.78005766
09/03/2006;40.29802122
10/03/2006;47.3644687
13/03/2006;46.84319113
14/03/2006;59.82052706
15/03/2006;67.88486821
16/03/2006;71.90304482
17/03/2006;78.75586873
20/03/2006;75.97358347
21/03/2006;67.83091689
22/03/2006;74.88307869
23/03/2006;71.01848476
24/03/2006;71.95494304
27/03/2006;70.35832626
28/03/2006;65.19040388
29/03/2006;75.8266524
30/03/2006;76.01754736
31/03/2006;67.50214063
03/04/2006;65.87197012
04/04/2006;71.83794691
05/04/2006;77.99286232
06/04/2006;74.4029851
07/04/2006;60.29932276
10/04/2006;59.53441378
11/04/2006;51.82504551
12/04/2006;49.52723801
13/04/2006;49.05159002
17/04/2006;43.20656408
18/04/2006;65.05698734
19/04/2006;66.60110284
20/04/2006;65.56451956
21/04/2006;63.04695567
24/04/2006;58.82823731
25/04/2006;48.67738393
26/04/2006;50.42221273
27/04/2006;56.00913725
28/04/2006;58.13843929
01/05/2006;56.91993211
02/05/2006;63.15952802
03/05/2006;58.80227388
04/05/2006;62.41121338
05/05/2006;75.02168153
08/05/2006;75.38560915
09/05/2006;75.97341208
10/05/2006;77.07151959
11/05/2006;61.93850714
12/05/2006;47.7102679
15/05/2006;46.36430285
16/05/2006;40.4807876
17/05/2006;15.54611206
18/05/2006;3.41083393
19/05/2006;5.875721962
22/05/2006;1.947602626
23/05/2006;-4.775039197
24/05/2006;-1.536613143
25/05/2006;10.41024627
26/05/2006;18.55953221
30/05/2006;-2.57317147
31/05/2006;5.518048886
01/06/2006;19.2659967
02/06/2006;21.30012999
05/06/2006;-3.612825449
06/06/2006;-8.877739027
07/06/2006;-19.88467904
08/06/2006;-19.30344201
09/06/2006;-24.08497438
12/06/2006;-38.84210609
13/06/2006;-49.6487287
14/06/2006;-45.96736803
15/06/2006;-18.86567485
16/06/2006;-20.48160954
19/06/2006;-33.61327441
20/06/2006;-34.82558964
21/06/2006;-21.43221654
22/06/2006;-22.01769144
23/06/2006;-21.33231143
26/06/2006;-12.79071534
27/06/2006;-25.424717
28/06/2006;-22.76230335
29/06/2006;3.022692461
30/06/2006;3.922000595
03/07/2006;12.68079757
05/07/2006;4.758000807
06/07/2006;7.889656447
07/07/2006;2.470324083
10/07/2006;0.795340787
11/07/2006;4.897627032
12/07/2006;-9.508664134
13/07/2006;-27.3137066
14/07/2006;-38.98762114
17/07/2006;-44.2834584
18/07/2006;-43.52932442
19/07/2006;-21.64862099
20/07/2006;-33.13391271
21/07/2006;-43.69649622
24/07/2006;-22.75143032
25/07/2006;-10.10426899
26/07/2006;-3.806409321
27/07/2006;-10.47104167
28/07/2006;4.107128744
31/07/2006;4.734254151
01/08/2006;-1.429676309
02/08/2006;4.452942335
03/08/2006;8.288364724
04/08/2006;12.0122727
07/08/2006;10.5309131
08/08/2006;8.33566019
09/08/2006;0.307497531
10/08/2006;2.177902557
11/08/2006;-4.915972212
14/08/2006;-4.076164997
15/08/2006;11.68642593
16/08/2006;24.23506216
17/08/2006;27.42788827
18/08/2006;35.02637485
21/08/2006;28.3377758
22/08/2006;28.55980191
23/08/2006;21.97028093
24/08/2006;25.08109008
25/08/2006;21.14154264
28/08/2006;24.68744097
29/08/2006;26.01181882
30/08/2006;25.77243206
31/08/2006;21.23038799
01/09/2006;27.60568173
05/09/2006;31.42383643
06/09/2006;19.75274023
07/09/2006;16.73100241
08/09/2006;19.85720226
11/09/2006;20.32645857
12/09/2006;33.66184597
13/09/2006;38.96575622
14/09/2006;37.84385165
15/09/2006;40.98003683
18/09/2006;46.72939266
19/09/2006;46.03597973
20/09/2006;55.62823815
21/09/2006;46.90550816
22/09/2006;39.4215096
25/09/2006;48.00912008
26/09/2006;59.01336177
27/09/2006;58.38072213
28/09/2006;60.49174939
29/09/2006;57.27474972
02/10/2006;55.02649311
03/10/2006;54.50304188
04/10/2006;69.45495281
05/10/2006;72.99203268
06/10/2006;69.72508473
09/10/2006;66.8388243
10/10/2006;66.59164448
11/10/2006;61.7536785
12/10/2006;72.47102274
13/10/2006;73.05706221
16/10/2006;75.73300522
17/10/2006;71.37494603
18/10/2006;73.8178338
19/10/2006;79.90214122
20/10/2006;80.33421425
23/10/2006;87.70186354
24/10/2006;88.12812253
25/10/2006;91.80782015
26/10/2006;98.79454675
27/10/2006;87.44961661
30/10/2006;90.18394125
31/10/2006;92.05236936
01/11/2006;84.0690018
02/11/2006;79.86790702
03/11/2006;72.58218996
06/11/2006;84.81886207
07/11/2006;88.38090072
08/11/2006;89.3456665
09/11/2006;81.89404633
10/11/2006;83.31354375
13/11/2006;89.40087486
14/11/2006;95.50821302
15/11/2006;97.63901919
16/11/2006;99.56713153
17/11/2006;101.3570478
20/11/2006;97.39503713
21/11/2006;96.15822889
22/11/2006;97.56979564
24/11/2006;90.59802509
27/11/2006;67.3571939
28/11/2006;68.5185616
29/11/2006;82.07899302
30/11/2006;85.46432323
01/12/2006;85.594591
04/12/2006;95.655875
05/12/2006;101.4898564
06/12/2006;99.92382723
07/12/2006;92.51299061
08/12/2006;93.97246666
11/12/2006;97.36885912
12/12/2006;99.45723037
13/12/2006;102.6218221
14/12/2006;117.0111206
15/12/2006;117.3868135
18/12/2006;109.2089658
19/12/2006;108.2933488
20/12/2006;105.763085
21/12/2006;98.17592682
22/12/2006;89.76539119
26/12/2006;94.13485899
27/12/2006;106.4511536
28/12/2006;101.7597456
29/12/2006;92.80358938
03/01/2007;88.60356094
04/01/2007;90.243812
05/01/2007;78.24935082
08/01/2007;76.5613813
09/01/2007;73.5752227
10/01/2007;74.32229016
11/01/2007;80.20796463
12/01/2007;86.47858822
16/01/2007;88.59045708
17/01/2007;88.19717155
18/01/2007;88.46916832
19/01/2007;90.56752766
22/01/2007;81.96619797
23/01/2007;85.53359155
24/01/2007;96.6069816
25/01/2007;81.14517443
26/01/2007;77.25006528
29/01/2007;78.35939629
30/01/2007;88.72718613
31/01/2007;100.632106
01/02/2007;106.3974351
02/02/2007;105.8678647
05/02/2007;101.5674144
06/02/2007;101.8465958
07/02/2007;101.9656514
08/02/2007;100.6436214
09/02/2007;89.22173449
12/02/2007;84.98082792
13/02/2007;91.82197639
14/02/2007;102.0869881
15/02/2007;103.0096238
16/02/2007;101.4009915
20/02/2007;101.9457757
21/02/2007;96.91933349
22/02/2007;93.42749286
23/02/2007;85.793351
26/02/2007;79.82202467
27/02/2007;27.47745531
28/02/2007;29.89759008
01/03/2007;27.09779627
02/03/2007;15.72919589
05/03/2007;-2.037932992
06/03/2007;15.73498734
07/03/2007;14.25015119
08/03/2007;22.50404373
09/03/2007;23.88179997
12/03/2007;28.18787802
13/03/2007;3.942644295
14/03/2007;12.31735624
15/03/2007;20.3000527
16/03/2007;13.55439716
19/03/2007;24.02361016
20/03/2007;31.21706631
21/03/2007;56.3766843
22/03/2007;56.48653657
23/03/2007;58.85085109
26/03/2007;60.37693365
27/03/2007;54.48411258
28/03/2007;39.14508612
29/03/2007;41.0815422
30/03/2007;38.48710345
02/04/2007;42.05641319
03/04/2007;51.74341939
04/04/2007;51.22689009
05/04/2007;54.02572867
09/04/2007;53.52938843
10/04/2007;54.56878707
11/04/2007;45.44742967
12/04/2007;53.74560136
13/04/2007;60.66568385
16/04/2007;81.98542621
17/04/2007;85.26281023
18/04/2007;85.01325374
19/04/2007;82.84411913
20/04/2007;94.9495437
23/04/2007;92.9014073
24/04/2007;91.72040016
25/04/2007;110.3223321
26/04/2007;112.464246
27/04/2007;113.9712985
30/04/2007;99.23644962
01/05/2007;97.97067117
02/05/2007;104.4665248
03/05/2007;110.3712662
04/05/2007;111.5714485
07/05/2007;115.435555
08/05/2007;113.4304916
09/05/2007;120.2867159
10/05/2007;96.29152132
11/05/2007;106.3076106
14/05/2007;103.0081908
15/05/2007;100.7589421
16/05/2007;108.8917555
17/05/2007;104.7585235
18/05/2007;112.5216106
21/05/2007;113.4318719
22/05/2007;109.3104983
23/05/2007;106.7030542
24/05/2007;91.55755124
25/05/2007;98.90322808
29/05/2007;106.146271
30/05/2007;116.7562335
31/05/2007;116.0496157
01/06/2007;120.8739065
04/06/2007;122.1881537
05/06/2007;114.0568572
06/06/2007;99.15275796
07/06/2007;74.20128889
08/06/2007;89.83290184
11/06/2007;94.10824475
12/06/2007;75.51342474
13/06/2007;91.26928013
14/06/2007;96.83670455
15/06/2007;106.7920123
18/06/2007;103.01162
19/06/2007;105.5154427
20/06/2007;84.6042668
21/06/2007;93.9038666
22/06/2007;71.99764824
25/06/2007;62.82609853
26/06/2007;55.04350394
27/06/2007;67.67081071
28/06/2007;64.08467275
29/06/2007;57.59459123
02/07/2007;70.62176864
03/07/2007;75.87795669
05/07/2007;73.96724796
06/07/2007;78.2984396
09/07/2007;80.80709227
10/07/2007;60.25527541
11/07/2007;71.13028815
12/07/2007;98.82106791
13/07/2007;105.2410607
16/07/2007;101.6297802
17/07/2007;98.65175747
18/07/2007;95.90509713
19/07/2007;102.8802632
20/07/2007;88.5358661
23/07/2007;95.22077352
24/07/2007;66.48008105
25/07/2007;68.34837492
26/07/2007;28.24046904
27/07/2007;-3.027053067
30/07/2007;6.649548415
31/07/2007;-13.05163695
01/08/2007;-4.66599265
02/08/2007;1.342451574
03/08/2007;-34.70926446
06/08/2007;-6.796417421
07/08/2007;3.702610516
08/08/2007;25.73227405
09/08/2007;-17.31176983
10/08/2007;-25.06125132
13/08/2007;-28.76121984
14/08/2007;-56.51389921
15/08/2007;-81.75068936
16/08/2007;-83.78709836
17/08/2007;-48.64760825
20/08/2007;-44.49423405
21/08/2007;-41.65908938
22/08/2007;-19.90463375
23/08/2007;-20.31204793
24/08/2007;-3.866370123
27/08/2007;-14.85455041
28/08/2007;-51.37746049
29/08/2007;-23.42862799
30/08/2007;-25.81529628
31/08/2007;-4.410920049
04/09/2007;13.30395522
05/09/2007;0.990290567
06/09/2007;4.155879387
07/09/2007;-23.40086476
10/09/2007;-29.73121638
11/09/2007;-11.99963898
12/09/2007;-11.22695453
13/09/2007;1.244765525
14/09/2007;2.16006924
17/09/2007;-1.558176316
18/09/2007;38.02604276
19/09/2007;50.07534232
20/09/2007;40.031709
21/09/2007;46.47494881
24/09/2007;36.16846627
25/09/2007;32.55373132
26/09/2007;38.56162039
27/09/2007;43.91828079
28/09/2007;36.58032066
01/10/2007;54.77106306
02/10/2007;56.83686512
03/10/2007;51.37887569
04/10/2007;57.80019934
05/10/2007;70.92182536
08/10/2007;65.74925656
09/10/2007;77.24619566
10/10/2007;74.51112985
11/10/2007;65.9236884
12/10/2007;72.18474699
15/10/2007;63.7162601
16/10/2007;53.44023097
17/10/2007;56.9333451
18/10/2007;53.5841997
19/10/2007;10.69656729
22/10/2007;8.425947435
23/10/2007;19.58697061
24/10/2007;15.80289637
25/10/2007;12.8471511
26/10/2007;32.4853479
29/10/2007;43.79945924
30/10/2007;30.94800989
31/10/2007;45.50733447
01/11/2007;5.38729408
02/11/2007;3.445409858
05/11/2007;-8.298616511
06/11/2007;6.064634371
07/11/2007;-39.41401383
08/11/2007;-47.4196288
09/11/2007;-72.51470399
12/11/2007;-90.02896151
13/11/2007;-50.10344641
14/11/2007;-54.94662414
15/11/2007;-70.48726411
16/11/2007;-68.31465812
19/11/2007;-93.61519844
20/11/2007;-89.23796201
21/11/2007;-113.0620602
23/11/2007;-91.27112458
26/11/2007;-122.2112331
27/11/2007;-99.73129281
28/11/2007;-55.07353056
29/11/2007;-45.63226677
30/11/2007;-35.40469195
03/12/2007;-45.06631443
04/12/2007;-56.42903238
05/12/2007;-36.18529025
06/12/2007;-12.48046197
07/12/2007;-11.9011929
10/12/2007;-1.545532785
11/12/2007;-35.5928479
12/12/2007;-32.92166517
13/12/2007;-32.78658121
14/12/2007;-52.70923678
17/12/2007;-76.94959983
18/12/2007;-74.35558616
19/12/2007;-78.56041709
20/12/2007;-72.41684892
21/12/2007;-49.30013269
24/12/2007;-36.76719928
26/12/2007;-34.11591081
27/12/2007;-55.36521212
28/12/2007;-53.01795009
31/12/2007;-57.13145883
02/01/2008;-80.95360712
03/01/2008;-84.88781467
04/01/2008;-121.1864465
07/01/2008;-120.8112577
08/01/2008;-147.5681998
09/01/2008;-130.4292188
10/01/2008;-113.3738681
11/01/2008;-130.0207701
14/01/2008;-114.2946001
15/01/2008;-149.6401117
16/01/2008;-161.9515923
17/01/2008;-205.4772923
18/01/2008;-219.8018857
22/01/2008;-237.7903714
23/01/2008;-211.0813702
24/01/2008;-194.6259141
25/01/2008;-209.8518481
28/01/2008;-191.8952325
29/01/2008;-181.6675483
30/01/2008;-184.2929208
31/01/2008;-160.0645582
01/02/2008;-142.5485728
04/02/2008;-156.1562225
05/02/2008;-202.3619158
06/02/2008;-218.8474584
07/02/2008;-211.1217051
08/02/2008;-214.8883448
11/02/2008;-207.3824997
12/02/2008;-195.2894752
13/02/2008;-169.0542233
14/02/2008;-185.1637358
15/02/2008;-185.9272905
19/02/2008;-185.2582036
20/02/2008;-172.5675102
21/02/2008;-187.2657163
22/02/2008;-177.7624885
25/02/2008;-152.9970266
26/02/2008;-137.9493703
27/02/2008;-134.7218534
28/02/2008;-147.5681049
29/02/2008;-186.4610537
03/03/2008;-190.3904175
04/03/2008;-195.9016033
05/03/2008;-190.0070577
06/03/2008;-219.2575822
07/03/2008;-234.33439
10/03/2008;-251.1712636
11/03/2008;-208.7648655
12/03/2008;-216.5287344
13/03/2008;-210.1734999
14/03/2008;-236.013987
17/03/2008;-252.2507621
18/03/2008;-200.8307975
19/03/2008;-224.8486461
20/03/2008;-197.3249506
24/03/2008;-176.5617264
25/03/2008;-168.209434
26/03/2008;-177.7699879
27/03/2008;-192.2146832
28/03/2008;-198.0529744
31/03/2008;-191.6272723
01/04/2008;-143.4329836
02/04/2008;-139.3271625
03/04/2008;-137.5632779
04/04/2008;-135.2374059
07/04/2008;-130.386502
08/04/2008;-131.7427131
09/04/2008;-141.8056909
10/04/2008;-134.0296559
11/04/2008;-161.370633
14/04/2008;-169.4698522
15/04/2008;-165.7006923
16/04/2008;-135.3069297
17/04/2008;-132.0029473
